Time,X,Y,Z,Vx,Vy,Vz,Latitude,Longitude,Altitude
0.0,4358206.736030809,3924146.971008229,2489351.926916448,0.0,0.0,3.0,22.999999999999996,42.0,1.0000000009313226
1.0,4358206.736030809,3924146.971008229,2489351.241085412,0.0,0.0,-4.140998633536126,22.99999432249427,42.0,0.7320244973525405
2.0,4358206.736030809,3924146.971008229,6371009.0,0.0,0.0,0.0,47.370277343348825,42.0,2288243.3396733496
